"Year","Component","Province","Normalization","Measure","Value","Total"
2009,"Corporate Income Taxes","Nunavut","Total ($ M)","Value",18,-1193
2009,"Personal Income Taxes","Nunavut","Total ($ M)","Value",93,-1193
2009,"Other Factors","Nunavut","Total ($ M)","Value",-1205,-1193
2009,"Non-Defense Purchases","Nunavut","Total ($ M)","Value",-130,-1193
2009,"OAS Benefits","Nunavut","Total ($ M)","Value",-12,-1193
2009,"Equalization / Stabilization","Nunavut","Total ($ M)","Value",0,-1193
2009,"GST and Excise Taxes","Nunavut","Total ($ M)","Value",39,-1193
2009,"Child Benefits","Ontario","Total ($ M)","Value",-4667,1327
2009,"CPP Net Contributions","Ontario","Total ($ M)","Value",3852,1327
2009,"Defense Purchases","Ontario","Total ($ M)","Value",-7159,1327
2009,"EI Payments less Receipts","Ontario","Total ($ M)","Value",83,1327
2009,"Corporate Income Taxes","Ontario","Total ($ M)","Value",10728,1327
2009,"Personal Income Taxes","Ontario","Total ($ M)","Value",46024,1327
2009,"Other Factors","Ontario","Total ($ M)","Value",-31189,1327
2009,"Non-Defense Purchases","Ontario","Total ($ M)","Value",-19962,1327
2009,"OAS Benefits","Ontario","Total ($ M)","Value",-12470,1327
2009,"Equalization / Stabilization","Ontario","Total ($ M)","Value",-285,1327
2009,"GST and Excise Taxes","Ontario","Total ($ M)","Value",16372,1327
2009,"Child Benefits","Prince Edward Island","Total ($ M)","Value",-55,-1228
2009,"CPP Net Contributions","Prince Edward Island","Total ($ M)","Value",13,-1228
2009,"Defense Purchases","Prince Edward Island","Total ($ M)","Value",-57,-1228
2009,"EI Payments less Receipts","Prince Edward Island","Total ($ M)","Value",-144,-1228
2009,"Corporate Income Taxes","Prince Edward Island","Total ($ M)","Value",60,-1228
2009,"Personal Income Taxes","Prince Edward Island","Total ($ M)","Value",303,-1228
2009,"Other Factors","Prince Edward Island","Total ($ M)","Value",-589,-1228
2009,"Non-Defense Purchases","Prince Edward Island","Total ($ M)","Value",-427,-1228
2009,"OAS Benefits","Prince Edward Island","Total ($ M)","Value",-170,-1228
2009,"Equalization / Stabilization","Prince Edward Island","Total ($ M)","Value",-338,-1228
2009,"GST and Excise Taxes","Prince Edward Island","Total ($ M)","Value",176,-1228
2009,"Child Benefits","Quebec","Total ($ M)","Value",-2795,-16311
2009,"CPP Net Contributions","Quebec","Total ($ M)","Value",-35,-16311
2009,"Defense Purchases","Quebec","Total ($ M)","Value",-2482,-16311
2009,"EI Payments less Receipts","Quebec","Total ($ M)","Value",-849,-16311
2009,"Corporate Income Taxes","Quebec","Total ($ M)","Value",5615,-16311
2009,"Personal Income Taxes","Quebec","Total ($ M)","Value",18702,-16311
2009,"Other Factors","Quebec","Total ($ M)","Value",-16004,-16311
2009,"Non-Defense Purchases","Quebec","Total ($ M)","Value",-9739,-16311
2009,"OAS Benefits","Quebec","Total ($ M)","Value",-9366,-16311
2009,"Equalization / Stabilization","Quebec","Total ($ M)","Value",-8443,-16311
2009,"GST and Excise Taxes","Quebec","Total ($ M)","Value",9085,-16311
2009,"Child Benefits","Saskatchewan","Total ($ M)","Value",-482,-237
2009,"CPP Net Contributions","Saskatchewan","Total ($ M)","Value",282,-237
2009,"Defense Purchases","Saskatchewan","Total ($ M)","Value",-247,-237
2009,"EI Payments less Receipts","Saskatchewan","Total ($ M)","Value",123,-237
2009,"Corporate Income Taxes","Saskatchewan","Total ($ M)","Value",1363,-237
2009,"Personal Income Taxes","Saskatchewan","Total ($ M)","Value",3319,-237
2009,"Other Factors","Saskatchewan","Total ($ M)","Value",-3665,-237
2009,"Non-Defense Purchases","Saskatchewan","Total ($ M)","Value",-1227,-237
2009,"OAS Benefits","Saskatchewan","Total ($ M)","Value",-1140,-237
2009,"Equalization / Stabilization","Saskatchewan","Total ($ M)","Value",0,-237
2009,"GST and Excise Taxes","Saskatchewan","Total ($ M)","Value",1437,-237
2009,"Child Benefits","Yukon","Total ($ M)","Value",-13,-810
2009,"CPP Net Contributions","Yukon","Total ($ M)","Value",51,-810
2009,"Defense Purchases","Yukon","Total ($ M)","Value",-3,-810
2009,"EI Payments less Receipts","Yukon","Total ($ M)","Value",-3,-810
2009,"Corporate Income Taxes","Yukon","Total ($ M)","Value",24,-810
2009,"Personal Income Taxes","Yukon","Total ($ M)","Value",117,-810
2009,"Other Factors","Yukon","Total ($ M)","Value",-916,-810
2009,"Non-Defense Purchases","Yukon","Total ($ M)","Value",-101,-810
2009,"OAS Benefits","Yukon","Total ($ M)","Value",-21,-810
2009,"Equalization / Stabilization","Yukon","Total ($ M)","Value",0,-810
2009,"GST and Excise Taxes","Yukon","Total ($ M)","Value",55,-810
2010,"Child Benefits","Alberta","Total ($ M)","Value",-1318,19805
2010,"CPP Net Contributions","Alberta","Total ($ M)","Value",3195,19805
2010,"Defense Purchases","Alberta","Total ($ M)","Value",-1641,19805
2010,"EI Payments less Receipts","Alberta","Total ($ M)","Value",605,19805
2010,"Corporate Income Taxes","Alberta","Total ($ M)","Value",9011,19805
2010,"Personal Income Taxes","Alberta","Total ($ M)","Value",18193,19805
2010,"Other Factors","Alberta","Total ($ M)","Value",-8775,19805
2010,"Non-Defense Purchases","Alberta","Total ($ M)","Value",-2924,19805
2010,"OAS Benefits","Alberta","Total ($ M)","Value",-2803,19805
2010,"Equalization / Stabilization","Alberta","Total ($ M)","Value",0,19805
2010,"GST and Excise Taxes","Alberta","Total ($ M)","Value",6262,19805
2010,"Child Benefits","British Columbia","Total ($ M)","Value",-1519,-672
2010,"CPP Net Contributions","British Columbia","Total ($ M)","Value",1151,-672
2010,"Defense Purchases","British Columbia","Total ($ M)","Value",-1512,-672
2010,"EI Payments less Receipts","British Columbia","Total ($ M)","Value",140,-672
2010,"Corporate Income Taxes","British Columbia","Total ($ M)","Value",4003,-672
2010,"Personal Income Taxes","British Columbia","Total ($ M)","Value",14121,-672
2010,"Other Factors","British Columbia","Total ($ M)","Value",-14116,-672
2010,"Non-Defense Purchases","British Columbia","Total ($ M)","Value",-4559,-672
2010,"OAS Benefits","British Columbia","Total ($ M)","Value",-4682,-672
2010,"Equalization / Stabilization","British Columbia","Total ($ M)","Value",-62,-672
2010,"GST and Excise Taxes","British Columbia","Total ($ M)","Value",6363,-672
2010,"Child Benefits","Manitoba","Total ($ M)","Value",-601,-4931
2010,"CPP Net Contributions","Manitoba","Total ($ M)","Value",409,-4931
2010,"Defense Purchases","Manitoba","Total ($ M)","Value",-733,-4931
2010,"EI Payments less Receipts","Manitoba","Total ($ M)","Value",167,-4931
2010,"Corporate Income Taxes","Manitoba","Total ($ M)","Value",825,-4931
2010,"Personal Income Taxes","Manitoba","Total ($ M)","Value",3235,-4931
2010,"Other Factors","Manitoba","Total ($ M)","Value",-4845,-4931
2010,"Non-Defense Purchases","Manitoba","Total ($ M)","Value",-1604,-4931
2010,"OAS Benefits","Manitoba","Total ($ M)","Value",-1260,-4931
2010,"Equalization / Stabilization","Manitoba","Total ($ M)","Value",-2072,-4931
2010,"GST and Excise Taxes","Manitoba","Total ($ M)","Value",1548,-4931
2010,"Child Benefits","New Brunswick","Total ($ M)","Value",-281,-4756
2010,"CPP Net Contributions","New Brunswick","Total ($ M)","Value",49,-4756
2010,"Defense Purchases","New Brunswick","Total ($ M)","Value",-874,-4756
2010,"EI Payments less Receipts","New Brunswick","Total ($ M)","Value",-413,-4756
2010,"Corporate Income Taxes","New Brunswick","Total ($ M)","Value",415,-4756
2010,"Personal Income Taxes","New Brunswick","Total ($ M)","Value",1821,-4756
2010,"Other Factors","New Brunswick","Total ($ M)","Value",-2342,-4756
2010,"Non-Defense Purchases","New Brunswick","Total ($ M)","Value",-1386,-4756
2010,"OAS Benefits","New Brunswick","Total ($ M)","Value",-963,-4756
2010,"Equalization / Stabilization","New Brunswick","Total ($ M)","Value",-1715,-4756
2010,"GST and Excise Taxes","New Brunswick","Total ($ M)","Value",933,-4756
2010,"Child Benefits","Newfoundland and Labrador","Total ($ M)","Value",-182,-2577
2010,"CPP Net Contributions","Newfoundland and Labrador","Total ($ M)","Value",23,-2577
2010,"Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-178,-2577
2010,"EI Payments less Receipts","Newfoundland and Labrador","Total ($ M)","Value",-617,-2577
2010,"Corporate Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",517,-2577
2010,"Personal Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",1408,-2577
2010,"Other Factors","Newfoundland and Labrador","Total ($ M)","Value",-2646,-2577
2010,"Non-Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-920,-2577
2010,"OAS Benefits","Newfoundland and Labrador","Total ($ M)","Value",-697,-2577
2010,"Equalization / Stabilization","Newfoundland and Labrador","Total ($ M)","Value",0,-2577
2010,"GST and Excise Taxes","Newfoundland and Labrador","Total ($ M)","Value",715,-2577
2010,"Child Benefits","Northwest Territories","Total ($ M)","Value",-17,-960
2010,"CPP Net Contributions","Northwest Territories","Total ($ M)","Value",86,-960
2010,"Defense Purchases","Northwest Territories","Total ($ M)","Value",-50,-960
2010,"EI Payments less Receipts","Northwest Territories","Total ($ M)","Value",1,-960
2010,"Corporate Income Taxes","Northwest Territories","Total ($ M)","Value",79,-960
2010,"Personal Income Taxes","Northwest Territories","Total ($ M)","Value",194,-960
2010,"Other Factors","Northwest Territories","Total ($ M)","Value",-1053,-960
2010,"Non-Defense Purchases","Northwest Territories","Total ($ M)","Value",-264,-960
2010,"OAS Benefits","Northwest Territories","Total ($ M)","Value",-17,-960
2010,"Equalization / Stabilization","Northwest Territories","Total ($ M)","Value",0,-960
2010,"GST and Excise Taxes","Northwest Territories","Total ($ M)","Value",81,-960
2010,"Child Benefits","Nova Scotia","Total ($ M)","Value",-352,-6689
2010,"CPP Net Contributions","Nova Scotia","Total ($ M)","Value",-178,-6689
2010,"Defense Purchases","Nova Scotia","Total ($ M)","Value",-2233,-6689
2010,"EI Payments less Receipts","Nova Scotia","Total ($ M)","Value",-297,-6689
2010,"Corporate Income Taxes","Nova Scotia","Total ($ M)","Value",598,-6689
2010,"Personal Income Taxes","Nova Scotia","Total ($ M)","Value",2381,-6689
2010,"Other Factors","Nova Scotia","Total ($ M)","Value",-3058,-6689
2010,"Non-Defense Purchases","Nova Scotia","Total ($ M)","Value",-2203,-6689
2010,"OAS Benefits","Nova Scotia","Total ($ M)","Value",-1151,-6689
2010,"Equalization / Stabilization","Nova Scotia","Total ($ M)","Value",-1424,-6689
2010,"GST and Excise Taxes","Nova Scotia","Total ($ M)","Value",1228,-6689
2010,"Child Benefits","Nunavut","Total ($ M)","Value",-27,-1234
2010,"CPP Net Contributions","Nunavut","Total ($ M)","Value",38,-1234
2010,"Defense Purchases","Nunavut","Total ($ M)","Value",-9,-1234
2010,"EI Payments less Receipts","Nunavut","Total ($ M)","Value",5,-1234
2010,"Corporate Income Taxes","Nunavut","Total ($ M)","Value",20,-1234
2010,"Personal Income Taxes","Nunavut","Total ($ M)","Value",96,-1234
2010,"Other Factors","Nunavut","Total ($ M)","Value",-1241,-1234
2010,"Non-Defense Purchases","Nunavut","Total ($ M)","Value",-146,-1234
2010,"OAS Benefits","Nunavut","Total ($ M)","Value",-13,-1234
2010,"Equalization / Stabilization","Nunavut","Total ($ M)","Value",0,-1234
2010,"GST and Excise Taxes","Nunavut","Total ($ M)","Value",43,-1234
2010,"Child Benefits","Ontario","Total ($ M)","Value",-4858,-8086
2010,"CPP Net Contributions","Ontario","Total ($ M)","Value",2725,-8086
2010,"Defense Purchases","Ontario","Total ($ M)","Value",-7683,-8086
2010,"EI Payments less Receipts","Ontario","Total ($ M)","Value",1075,-8086
2010,"Corporate Income Taxes","Ontario","Total ($ M)","Value",10476,-8086
2010,"Personal Income Taxes","Ontario","Total ($ M)","Value",45557,-8086
2010,"Other Factors","Ontario","Total ($ M)","Value",-38244,-8086
2010,"Non-Defense Purchases","Ontario","Total ($ M)","Value",-20897,-8086
2010,"OAS Benefits","Ontario","Total ($ M)","Value",-12805,-8086
2010,"Equalization / Stabilization","Ontario","Total ($ M)","Value",-851,-8086
2010,"GST and Excise Taxes","Ontario","Total ($ M)","Value",17419,-8086
2010,"Child Benefits","Prince Edward Island","Total ($ M)","Value",-55,-1293
2010,"CPP Net Contributions","Prince Edward Island","Total ($ M)","Value",2,-1293
2010,"Defense Purchases","Prince Edward Island","Total ($ M)","Value",-59,-1293
2010,"EI Payments less Receipts","Prince Edward Island","Total ($ M)","Value",-142,-1293
2010,"Corporate Income Taxes","Prince Edward Island","Total ($ M)","Value",64,-1293
2010,"Personal Income Taxes","Prince Edward Island","Total ($ M)","Value",308,-1293
2010,"Other Factors","Prince Edward Island","Total ($ M)","Value",-625,-1293
2010,"Non-Defense Purchases","Prince Edward Island","Total ($ M)","Value",-449,-1293
2010,"OAS Benefits","Prince Edward Island","Total ($ M)","Value",-173,-1293
2010,"Equalization / Stabilization","Prince Edward Island","Total ($ M)","Value",-344,-1293
2010,"GST and Excise Taxes","Prince Edward Island","Total ($ M)","Value",180,-1293
2010,"Child Benefits","Quebec","Total ($ M)","Value",-2869,-18525
2010,"CPP Net Contributions","Quebec","Total ($ M)","Value",-41,-18525
2010,"Defense Purchases","Quebec","Total ($ M)","Value",-2546,-18525
2010,"EI Payments less Receipts","Quebec","Total ($ M)","Value",-612,-18525
2010,"Corporate Income Taxes","Quebec","Total ($ M)","Value",5948,-18525
2010,"Personal Income Taxes","Quebec","Total ($ M)","Value",18632,-18525
2010,"Other Factors","Quebec","Total ($ M)","Value",-17738,-18525
2010,"Non-Defense Purchases","Quebec","Total ($ M)","Value",-10301,-18525
2010,"OAS Benefits","Quebec","Total ($ M)","Value",-9649,-18525
2010,"Equalization / Stabilization","Quebec","Total ($ M)","Value",-8774,-18525
2010,"GST and Excise Taxes","Quebec","Total ($ M)","Value",9425,-18525
2010,"Child Benefits","Saskatchewan","Total ($ M)","Value",-495,-602
2010,"CPP Net Contributions","Saskatchewan","Total ($ M)","Value",265,-602
2010,"Defense Purchases","Saskatchewan","Total ($ M)","Value",-227,-602
2010,"EI Payments less Receipts","Saskatchewan","Total ($ M)","Value",156,-602
2010,"Corporate Income Taxes","Saskatchewan","Total ($ M)","Value",1448,-602
2010,"Personal Income Taxes","Saskatchewan","Total ($ M)","Value",3323,-602
2010,"Other Factors","Saskatchewan","Total ($ M)","Value",-4131,-602
2010,"Non-Defense Purchases","Saskatchewan","Total ($ M)","Value",-1275,-602
2010,"OAS Benefits","Saskatchewan","Total ($ M)","Value",-1141,-602
2010,"Equalization / Stabilization","Saskatchewan","Total ($ M)","Value",0,-602
2010,"GST and Excise Taxes","Saskatchewan","Total ($ M)","Value",1475,-602
2010,"Child Benefits","Yukon","Total ($ M)","Value",-13,-950
2010,"CPP Net Contributions","Yukon","Total ($ M)","Value",49,-950
2010,"Defense Purchases","Yukon","Total ($ M)","Value",-3,-950
2010,"EI Payments less Receipts","Yukon","Total ($ M)","Value",-1,-950
2010,"Corporate Income Taxes","Yukon","Total ($ M)","Value",18,-950
2010,"Personal Income Taxes","Yukon","Total ($ M)","Value",120,-950
2010,"Other Factors","Yukon","Total ($ M)","Value",-1047,-950
2010,"Non-Defense Purchases","Yukon","Total ($ M)","Value",-109,-950
2010,"OAS Benefits","Yukon","Total ($ M)","Value",-22,-950
2010,"Equalization / Stabilization","Yukon","Total ($ M)","Value",0,-950
2010,"GST and Excise Taxes","Yukon","Total ($ M)","Value",58,-950
2011,"Child Benefits","Alberta","Total ($ M)","Value",-1354,21355
2011,"CPP Net Contributions","Alberta","Total ($ M)","Value",3467,21355
2011,"Defense Purchases","Alberta","Total ($ M)","Value",-1754,21355
2011,"EI Payments less Receipts","Alberta","Total ($ M)","Value",1075,21355
2011,"Corporate Income Taxes","Alberta","Total ($ M)","Value",7391,21355
2011,"Personal Income Taxes","Alberta","Total ($ M)","Value",20847,21355
2011,"Other Factors","Alberta","Total ($ M)","Value",-8774,21355
2011,"Non-Defense Purchases","Alberta","Total ($ M)","Value",-3009,21355
2011,"OAS Benefits","Alberta","Total ($ M)","Value",-2971,21355
2011,"Equalization / Stabilization","Alberta","Total ($ M)","Value",0,21355
2011,"GST and Excise Taxes","Alberta","Total ($ M)","Value",6437,21355
2011,"Child Benefits","British Columbia","Total ($ M)","Value",-1536,2736
2011,"CPP Net Contributions","British Columbia","Total ($ M)","Value",1381,2736
2011,"Defense Purchases","British Columbia","Total ($ M)","Value",-1624,2736
2011,"EI Payments less Receipts","British Columbia","Total ($ M)","Value",543,2736
2011,"Corporate Income Taxes","British Columbia","Total ($ M)","Value",3922,2736
2011,"Personal Income Taxes","British Columbia","Total ($ M)","Value",15677,2736
2011,"Other Factors","British Columbia","Total ($ M)","Value",-12346,2736
2011,"Non-Defense Purchases","British Columbia","Total ($ M)","Value",-4721,2736
